year,ppi,isic4,output_IV,Z_input,apparent_consumption,change_IP,ls_pre_filled,HHI_dom,d_inv_mu_j,n_firms,dom_j,within_inv_mu,between_inv_mu,entry_inv_mu,exit_inv_mu
2014,271.61749,2410,.0015519058,.0096865025219088,39127984,.0034848824,.39016974,.063522443,.0173899633492792,173,2083596672,.0112988381052739,-.0727214129315836,.1270238007266825,.0482112625510933
2015,253.00417,2410,-.00013737424,-.0040703563890494,33777028,.012236162,.39016974,.043081287,-.1723888256227809,185,1863639552,-.0233937573799379,-.0540667637940013,.0568275504770537,.1517558549258961
2016,253.83083,2410,.00038736957,.0010450834677105,31874110,-.0046717115,.39016974,.17798446,-.0115882302909847,181,3414299136,-.0567387434695899,.0391020396777751,.0434416174961198,.037393143995289
2017,361.995,2410,-.0019785485,-.0048542686476303,39268448,-.0082167778,.39016974,.026811697,-.068756210898877,169,1432852608,-.0010135127719663,.2445395196396101,.0540363943827006,.3663186121492221
2018,526.65253,2410,-.00116638,-.0088866899867384,39094092,-.00052602869,.39016974,.027755104,-.0274610827942434,163,873996992,.0036590518390156,-.0022719379285488,.0362796884019003,.0651278851066106
2019,629.06165,2410,.00083909906,.0001145543636056,30794008,-.00086859521,.39016974,.042335767,.2075400353246328,168,617322880,.0317637494076238,.1530424359126324,.081474224597706,.058740374593329
2020,740.87164,2410,,,,,.39016974,.059487443,-.0732763402257967,176,550502784,-.029883709091755,-.03988635273356,.0346947376915099,.0382010160919921
2021,1513.4983,2410,,,,,.39016974,.014499332,-.1016609843241222,155,219490960,-.0009595365127575,-.0835422999234408,.041339834100928,.058498981988852
2022,3026.9634,2410,,,,,.39016974,.069456182,.0493794971532324,105,181475696,.0189881819217182,.1675321860678039,.0143973491505865,.1515382199868757
2023,3885.4951,2410,,,,,.39016974,.0020138973,-.6561463445081273,2,398723.5,.0007071479075031,.0449692326020596,0,.7018227250176897
2009,183.23917,2420,,,,,.39656848,.099029511,,53,671841280,0,0,0,0
2010,307.94583,2420,,,,,.39656848,.1065773,.036891818640688,71,591268736,.0055489737660273,-.0051442998647879,.1119401272732125,.0754529825337641
2011,380.86835,2420,,,20219742,,.39656848,.079594955,-.0448701387869566,91,891791680,-.0272442664163545,-.1068046919438694,.1434861315180534,.0543073119447862
2012,373.99417,2420,,,,,.39656848,.10878132,-.0133440930115871,103,1256295040,.0054357043386508,-.0152912822073639,.0655380848739506,.0690266000168246
2013,371.35083,2420,,,26813146,,.39656848,.0951965,.050866228155802,103,891730944,.0189219734905861,.0597712662558636,.0317061816730609,.0595331932637086
2014,412.00916,2420,,,19560734,.0030896179,.39656848,.10259288,.0451940912519641,108,822716672,.0045989536559714,.0990816659120746,.0424388341245552,.1009253624406374
2015,444.785,2420,,,,,.39656848,.090555221,-.0425861438265153,107,711676928,-.0047167703637125,-.0553706622017693,.0811224608411291,.0636211721021623
2016,451.86166,2420,,,,,.39656848,.10242291,-.0189352812652545,93,670644096,-.0002461932062808,.0111591003985914,.0118385564208455,.0416867448784109
2017,608.08002,2420,,,,,.39656848,.15104806,-.0380489941982696,91,697763072,-.0014713713609218,-.0172799774485268,.0207393826518858,.0400370280407065
2018,835.36584,2420,,,24536780,,.39656848,.3336944,.0886570687352758,90,827256832,-.001433342737712,-.3523090589167563,.5038629626942405,.0614634923044968
2019,925.91998,2420,,,22762856,.0025839061,.39656848,.36152449,-.0714195984991137,83,681560704,-.0002634614405415,.0960737383330523,.0117527848446152,.1789826602362396
2020,1153.3441,2420,,,,,.39656848,.3486267,-.016239665365951,85,484372928,-.006303231702041,-.0108240567187955,.0075152377620413,.0066276147071556
2021,1513.4983,2420,,,,,.39656848,.28820896,.0229754994870716,78,323734144,.0019585877256556,.0380378882334049,.0047290505600519,.0217500270320407
2022,3026.9634,2420,,,,,.39656848,.29311171,.0501604224766454,44,283374176,.0128860509638423,.0858421441699534,.0011079636859951,.0496757363431454
2023,3885.4951,2420,,,,,.39656848,1,.0684291001269142,1,80992152,.0009878150952925,.5858978569370835,0,.518456571905462
2009,183.23917,2431,,,,,.53894019,.7351045,,21,225054000,0,0,0,0
2010,205.37917,2431,,,,,.53894019,.43540052,.0536658825143028,27,432704608,.0119641686724642,-.2490679558534935,.3078733199059874,.0171036502106552
2011,226.4675,2431,.023391189,.0059170570000147,2199370,,.53894019,.37491646,-.0683602316041619,35,656774144,-.0880462661005734,-.0009401403592916,.042710482037696,.0220843071819928
2012,232.26833,2431,-.031303681,-.0078511293913164,1949452.8,.0067512393,.53894019,.29384589,.0417224436507985,43,797722688,.0363226342468623,-.0826091697513529,.0969032986531912,.0088943194979025
2013,241.89084,2431,-.0076585836,-.0019456873715811,2275799.3,.011878595,.53894019,.26330543,-.0237965612322285,47,594152768,-.0229428966446718,-.01784498960062,.0176194598710552,.0006281348579917
2014,268.05249,2431,.036851212,.0096865025219088,1988172,.084080815,.53894019,.35291129,.0146873688523528,43,454850624,.0074464522279449,.3233500082282432,.0222664754324599,.3383755670362953
2015,275.48584,2431,-.016346294,-.0040703563890494,1820702.1,.21339057,.53894019,.33335325,.0054199199070486,40,371067680,.0084253032952162,-.010175800094149,.0187815654028451,.0116111486968639
2016,287.79999,2431,.0039550252,.0010450834677105,1772508.3,-.097836375,.56405258,.33319762,-.0225467646607349,33,313867872,-.0070186383773392,.0011271967638827,.0012155225977838,.0178708456450621
2017,359.23666,2431,-.017171582,-.0048542686476303,1898127.3,-.11689958,.56405258,.20933086,-.1560328326912173,29,309378624,-.0244842533900755,-.2221155416447803,.1032519396275027,.0126849772838641
2018,490.15918,2431,-.034505934,-.0088866899867384,,,.56405258,.30456689,.1347005227959985,21,227622528,-.0058568234473109,.1622463871731468,.0003261105254015,.0220151514552388
2019,576.40997,2431,-.0011454693,.0001145543636056,,,.56405258,.32724229,-.0105703389018857,22,140787984,.0358695378184207,.1160582830709596,.0157733907249037,.1782715505161699
2020,673.54669,2431,,,,,.56405258,.40153578,.0049491792588139,22,127690336,-.0477401753118546,.0486149981713737,.0060189932275866,.0019446368282919
2021,1513.4983,2431,,,,,.56405258,.30654398,-.1144979328665721,19,55323436,-.0367865408565315,-.0563051981134617,.0005059314322677,.0219121253288465
2022,3026.9634,2431,,,,,.56405258,.36059222,.034843954211746,15,42514060,.0380456336625826,.0548229990391938,0,.0580246784900305
2009,183.23917,2432,,,,,.58916503,.33807585,,17,92774096,0,0,0,0
2010,205.37917,2432,,,,,.58916503,.29584035,.0065570492654491,20,124167904,-.0051263188465897,-.0327067611516333,.0514440102225106,.0070538809588384
2011,226.4675,2432,,,,,.58916503,.26235601,-.0237276811759789,24,141477792,-.0283402770011296,.0258586546772072,.0154406427520029,.0366867016040592
2012,232.26833,2432,,,,,.58916503,.30299601,.0238408984441361,22,150509824,.0290410631677886,.0368267214118808,.0458322966089944,.0878591827445279
2013,241.89084,2432,,,,,.58916503,.33413497,-.0241098231274441,24,122083528,-.0186469991572428,.0514507345293588,.0292803814820421,.086193939981602
2014,268.05249,2432,,,,,.58916503,.32734355,.0219939058951042,23,149792528,.0204921794536991,.0134462799446824,.0211453005834126,.0330898540866903
2015,275.48584,2432,,,,,.58916503,.30093646,-.0837985434903014,28,153911376,-.0315769485054476,-.066855266100838,.023583429062036,.0089497579460518
2016,287.79999,2432,,,,,.56405258,.3189638,.0154948813208876,33,144311040,-.0156493610594567,.0069724269802352,.0409895866806851,.016817771280576
2017,359.23666,2432,,,,,.56405258,.28352848,-.0260344407352973,34,135683584,-.0196939178578222,-.0066355760896676,.0048171498693344,.004522096657142
2018,490.15918,2432,,,,,.56405258,.32055086,-.010780720554845,27,90962888,-.0078951181315679,.0463578583302337,.0082320996806498,.0574755604341604
2019,576.40997,2432,,,,,.56405258,.29061604,.033085444884512,35,69808944,.0545332995416839,-.067551369534141,.1119506390942515,.0658471242172826
2020,673.54669,2432,,,,,.56405258,.24858133,-.0559262679030436,38,58679096,-.0573129039182445,-.051187040417083,.0711563559106133,.0185826794783291
2021,1513.4983,2432,,,,,.56405258,.27515048,.0020618050639629,29,30883708,-.0042845015466412,.0945753360158499,.0005366278241696,.0887656572294154
2022,3026.9634,2432,,,,,.56405258,.26657805,.0634708382126246,27,26085164,.0250068205348127,.0241610666160002,.0433455071646392,.0290425561028274
2009,175.50667,2511,,,,,.57211804,.094707862,,54,172225152,0,0,0,0
2010,231.32001,2511,,,,,.57211804,.080212481,.0255267941185809,75,177047184,.0147933484059759,-.0923965054883338,.1769725202813394,.073842569080401
2011,250.25417,2511,-.00013190336,.0052454682596004,5731163.5,,.57211804,.0560527,-.0069620976964946,98,212870144,-.0215053673217146,-.1345727247497032,.2023548438231097,.0532388494481864
2012,253.34833,2511,.00046673961,-.0066722676272573,5556014,.00095887168,.57211804,.062945448,-.0084970516638676,105,219771280,.0080474591489929,.1004445888658766,.0804709486373944,.1974600483161313
2013,270.61667,2511,-.00042727328,-.0017742617481389,6116355,-.00067633181,.57211804,.055293858,-.042765561445776,101,219381936,.0044735405606859,-.1087958568936494,.1749872692902935,.1134305144031061
2014,301.05499,2511,.00012125331,.0090889301014521,5982849.5,.002745792,.57211804,.054105263,.055776204702928,93,228148752,-.0043466251685588,.0500279848013462,.1136561302155544,.1035612851454139
2015,330.53915,2511,.00045302845,-.0035567494163669,5813190,-.00037702825,.57211804,.045372732,-.189800116364975,84,167637312,-.0014775282860358,.0030428702817181,.0812977041298648,.272663162490522
2016,353.94751,2511,-.00080163969,.0012770664180373,5856762.5,-.000036587007,.57211804,.043678313,-.0054384643766423,70,160323328,.0122871690034579,-.0216013640194458,.1321679028955898,.1282921722562441
2017,418.72168,2511,-.000091579452,-.0049975784030281,6297448.5,.0028986791,.57211804,.037277479,.0079124579965226,83,177937024,.0042535900592502,-.1255669112731712,.1760425629750356,.046816783764592
2018,536.84918,2511,-.00027230565,-.0079393449460952,4365868.5,-.0020634127,.57211804,.045837477,.0580179615171167,76,117339968,-.0045212071666328,.0745793616285147,.0371256900056095,.0491658829503747
2019,620.78998,2511,.00026720791,.0006005753887308,3228883.3,-.00053943042,.57211804,.050285306,.0010918434955,73,70628376,.0094312870954302,.1083207611258237,.0477805861821489,.1644407909079029
2020,733.96997,2511,,,,,.57211804,.069701105,.0672055782010513,66,56276640,.0032042282127192,.1011473841292697,.0542151690217117,.0913612031626493
2021,739.815,2511,,,,,.57211804,.065073118,-.091148823068909,45,64996848,-.0004187928113916,-.1380783847994899,.1205950267096401,.0732466721676676
2022,1462.8676,2511,,,,,.57211804,.10908473,.058151070549803,30,40564200,-.0021352633584633,.1911857675308453,.0000872858215206,.1309867194440998
2009,175.50667,2512,,,,,.50218642,.57926607,,15,101565104,0,0,0,0
2010,129.72084,2512,,,,,.50218642,.10945317,-.0079248372439925,18,58256928,.0320398029551658,.4477829307708844,.0405479251791017,.5282954961491443
2011,141.15584,2512,.00029243738,.0052454682596004,2002089.1,,.50218642,.1107336,-.0184853655531134,19,69845312,.025058978650387,-.0788526336196462,.1540858908905764,.1187776014744306
2012,141.99667,2512,-.000079914906,-.0066722676272573,1932580.1,-.00023981475,.50218642,.27011362,.0453446938762891,21,276672224,.0003922014765016,-.333835141841864,.5297293356660872,.1509417014244357
2013,149.26416,2512,-.00030250844,-.0017742617481389,1941574.5,.0036682291,.50218642,.25084001,-.0015777337584392,24,221292912,-.0048873858637086,-.0483917005506663,.0970183911512228,.0453170384952869
2014,158.45334,2512,.00028447402,.0090889301014521,1814205.1,-.00086170249,.50218642,.25984457,.0129386463728168,20,260664560,.0113103257561135,.0310680531629778,.0115792682004556,.0410190007467303
2015,165.23334,2512,.00059420097,-.0035567494163669,1633621.6,.00085251685,.50218642,.25453374,-.022387305344774,17,258810640,-.0211162306242192,.0262441931124208,.0010976563326638,.0286129241656391
2016,176.15416,2512,-.0001856289,.0012770664180373,1771252.5,.0010325829,.50218642,.2295191,-.0149983411681114,20,247962816,-.0083584717779222,-.0177551940087906,.0936227248267055,.082507400208104
2017,205.39751,2512,.000026882832,-.0049975784030281,1876142.1,-.0029173398,.50218642,.15661678,-.0818748229021391,20,259376336,.0193918809653145,-.132123774777961,.033184805364996,.0023277344544887
2018,280.78082,2512,5.6164768e-06,-.0079393449460952,1811174.3,.00074189738,.50218642,.1499217,-.0120425309377791,21,179940800,.0004217437251739,-.015759994382391,.0149999051469554,.0117041854275173
2019,337.78418,2512,.00043829891,.0006005753887308,1486301,.0021449998,.50218642,.1376628,-.0450406864390155,19,153788656,.0171976983932032,-.0668195784405089,.0095776776722551,.0049964840639648
2020,367.51917,2512,,,,,.50218642,.22491388,.1652987009104963,17,136031456,-.0038175937503273,.1828228546413224,.000654263885276,.014360823865775
2021,739.815,2512,,,,,.50218642,.16313255,-.0279968882023873,14,58814424,.0145920437775213,-.0171953269874059,0,.0253936049925027
2022,1462.8676,2512,,,,,.50218642,.081387192,-.310287704267465,11,38234036,-.0080664459481317,-.1805952184126898,.0001998695935471,.1218259095001906
2023,2216.7917,2512,,,,,.50218642,1,.2942134180726542,1,1779582,.0036900708541026,.6885932976693765,0,.398069950450825
2009,175.50667,2513,,,,,.56240314,.52980739,,2,15831753,0,0,0,0
2010,173.83667,2513,,,,,.56240314,1,-.0124890836589604,1,7209337,-.0068019243535839,.5346488261834764,0,.540335985488853
2011,186.6875,2513,-.014748345,.0052454682596004,286605.44,,.56240314,1,-.082012455420552,1,64071776,0,0,.7725035912643433,.8545160466848953
2012,188.41917,2513,.065562569,-.0066722676272573,610675.06,.12253001,.56240314,.45383883,-.043921518949625,4,125389312,.0397177895735332,-.2772561389417423,.1936168304185841,0
2013,191.8875,2513,-.00021062129,-.0017742617481389,1022186.3,-.017580926,.56240314,.46987441,.0643900266995948,4,26132050,-.0040885988489116,.5929321072520183,.0105117601926222,.5349652418961341
2014,213.78416,2513,.005262326,.0090889301014521,316350.22,-.088782251,.56240314,.57968962,.1439624082529533,4,27429850,.0083888749243003,.1179213248268547,.0268672080821371,.0092149995803387
2015,229.50417,2513,.0075788004,-.0035567494163669,507520.13,.0089845583,.56240314,.54203945,-.1104298879933439,5,112819288,.0064803489580513,-.6830131442605351,.6029142055521669,.036811298243027
2016,245.16167,2513,.024217388,.0012770664180373,704046.88,.11941461,.56240314,.51746166,.0146103972465365,5,103142952,.0126041507916421,-.0142254701729294,.0213139635573052,.0050822469294814
2017,289.73001,2513,-.054673955,-.0049975784030281,248992.92,-.065679044,.56240314,.42090526,-.0341820489072573,9,102808832,-.0409059983157418,-.0103986817567819,.0171226311652663,0
2018,379.95334,2513,.024146467,-.0079393449460952,182310.47,-.075641818,.56240314,.35911778,.0502898471411743,11,96441216,.0579607136499886,-.0133532829423717,.0056824164335574,0
2019,439.90668,2513,.037452262,.0006005753887308,284082.22,-.0035505947,.56240314,.58691901,-.0111069821758999,10,50969556,.017243534013365,.1956352262699985,.0001344600314428,.2241202024907061
2020,506.1225,2513,,,,,.56240314,.46524072,.0559533132160567,12,50704196,.0345425314467981,.0202949903829875,.001115791386271,0
2021,739.815,2513,,,,,.56240314,.5713309,-.0013802831425331,7,26513338,.012149263716204,.0311365821713578,0,.0446661290300949
2022,1462.8676,2513,,,,,.56240314,.55544817,.0337452686366871,4,14466779,.0246309282721237,.086297282043891,0,.0771829416793276
2023,2216.7917,2513,,,,,.56240314,1,-.0757542262689159,1,9716632,-.0285984304429915,.2891638437361108,0,.3363196395620353
2009,175.50667,2520,,,,,.56491816,.91389823,,5,158422480,0,0,0,0
2010,173.83667,2520,,,,,.56491816,.93164694,-.0356392296552906,5,188308240,-.0339678509402589,.0036349610982722,2.08210872611e-06,.00530842192203
2011,186.6875,2520,.000052450599,.0052454682596004,672497.81,,.56491816,.87746143,-.0403411368918818,4,198619056,-.0498702792544598,.0095312244713041,0,2.08210872611e-06
2012,188.41917,2520,.000015322461,-.0066722676272573,664313.94,.0033004431,.56491816,.77129352,.0538305764473992,5,184243904,.0380533753103833,-.0311621500774944,.0469408910486307,1.53983412045e-06
2013,191.8875,2520,-.000041300253,-.0017742617481389,610914.31,-.003206539,.56491816,.72574401,.0188807585071755,7,181487248,.0118897243532069,-.021534635590032,.0285256697440005,0
2014,213.78416,2520,.000028029686,.0090889301014521,592441.19,.00075387908,.56491816,.70841306,.0006853058010123,6,158716192,-.0008778549170223,.0328938286271531,.005682807178771,.0370134750878894
2015,229.50417,2520,.000017152008,-.0035567494163669,574575.13,-.00072741706,.56491816,.69270438,.0085325237429023,8,116730400,.0086603278994493,-.0077545623420192,.0076267581854722,0
2016,245.16167,2520,-.000048746453,.0012770664180373,524455.5,.00082677836,.56491816,.6866945,-.0120937311380988,9,99987392,.0059890868989496,-.01759027736842,.0009055030812189,.0013980437498472
2017,289.73001,2520,.000012116746,-.0049975784030281,725469.94,.001082827,.56491816,.71058649,-.0225797452250394,11,111962952,-.0156950664008166,-.0071368248671273,.0045725477047209,.0043204016618164
2018,379.95334,2520,.000027225629,-.0079393449460952,752391.75,.0010840169,.56491816,.62776905,-.0919764768431099,15,89746744,-.0556845865439904,-.0235590049723689,.0026891786092937,.0154220639360444
2019,439.90668,2520,-3.6370993e-06,.0006005753887308,793873.81,.0027226601,.56491816,.80323714,.0258136844581945,13,97093896,-.0050516277592052,.038382341326186,.0022308330497307,.009747862158517
2020,506.1225,2520,,,,,.56491816,.76990515,.0042534202828065,11,75529128,.0154288238261153,-.0261688070113133,.0204938339780557,.0055004305100512
2021,739.815,2520,,,,,.56491816,.19758153,-.0398688643664143,7,4217411.5,.0020917580580778,.4202866049324544,.0007534726400825,.463000699997029
2022,1462.8676,2520,,,,,.56491816,.53748918,.3012551046528572,3,2887846,-.0074839004317679,.1377099222008736,.5253433783103484,.3543142954265969
2009,175.50667,2591,,,,,.54480284,.22901297,,57,418942688,0,0,0,0
2010,148.61,2591,,,,,.54480284,.16799349,-.0246405841207452,75,1066517056,-.0427307623626174,-.3656845527288762,.3901896693899815,.0064149384192334
2011,155.86667,2591,,,,,.54480284,.14409192,-.0661062268408379,83,1091941760,-.0489727403527029,.260292003331151,.0113990787350969,.2888245685543829
2012,159.46001,2591,,,,,.54480284,.10304008,.062903991464887,97,594895872,.0212375661850871,.2798483609748817,.0863373056822079,.3245192413772898
2013,146.5175,2591,,,,,.54480284,.11455484,-.0078748048262182,90,730946304,-.0143576284036618,-.0016861091379899,.1873830071208051,.1792140744053713
2014,162.22833,2591,,,,,.54480284,.11995662,-.0187434012735371,87,763809728,.0009195791655961,.0872523337437545,.0842532971019052,.191168611284793
2015,165.41251,2591,,,,,.54480284,.023305781,-.3992508778579718,83,523104768,-.0041294669707386,-.1020286498833286,.0225496718466932,.3156424328505977
2016,175.09334,2591,,,,,.54480284,.028922645,.076910062446009,82,489510752,-.0053171825962704,.0330654414110477,.0767643344294703,.0276025307982386
2017,203.45,2591,,,,,.54480284,.026964061,-.0281683172767508,81,459899520,.0014240929255223,-.0157128362320686,.0303729643273399,.0442525382975443
2018,267.8725,2591,,,,,.54480284,.029142799,-.0355403821745683,72,340747296,-.0118153047282415,-.0478162424796378,.1016567974345994,.0775656324012885
2019,311.74167,2591,,,,,.54480284,.092250653,.0963299818764205,72,331580544,.0148280467684245,-.0368668355011215,.2828251737623247,.1644564031532073
2020,359.29999,2591,,,,,.54480284,.052627135,-.1428726403028188,64,188852960,-.0040708466101747,.146614092576715,.009534254277771,.2949501405471299
2021,739.815,2591,,,,,.54480284,.058640536,.0346747794403851,55,108856944,-.0059352132556195,.0216397450292637,.0324045470306121,.0134342993638713
2022,1462.8676,2591,,,,,.54480284,.045456596,-.0102549634620917,31,66553872,.013916064036425,.0127188199830598,0,.0368898474815763
2009,175.50667,2592,,,,,.54237664,.43589339,,10,26999366,0,0,0,0
2010,173.83667,2592,,,,,.54237664,.2597684,.0174601236104686,15,37977056,.0111310401707625,-.1362119472036986,.1425410306434047,0
2011,186.6875,2592,,,,,.54237664,.16211183,-.0298386553594431,22,45370920,-.0006066000380524,-.108692677423151,.1221796509430756,.0427190288413153
2012,188.41917,2592,,,,,.54237664,.21065298,.0143804839362638,22,51324848,-.0000266690660321,-.0873585450237197,.310656569600014,.2088908715739984
2013,191.8875,2592,,,,,.54237664,.12022413,.0059867265001464,31,67108208,-.0078418903884908,-.2975614242629443,.3255208249019713,.0141307837503897
2014,213.78416,2592,,,,,.54237664,.087326318,.0009995078362153,34,77384424,.0084785980993,-.1243835642004492,.1275039058804295,.0105994319430647
2015,229.50417,2592,,,,,.54237664,.094538048,-.0231545292179294,26,81164424,-.0200133601144068,.0040812478811784,.1049985040152063,.1122209209999076
2016,245.16167,2592,,,,,.54237664,.07287129,-.1251056187680126,26,52679676,.0208826566603288,.0354136179397414,.0706609972410179,.2520628906091009
2017,111.74416,2592,,,,,.54237664,.093427651,.066254715195281,25,129862112,-.0449960287011792,.2110990359087634,.0569840159242093,.1568323079365125
2018,153.55333,2592,,,,,.54237664,.10845881,-.0902297135902921,21,72869072,.0050596105851857,.041045963824004,.0431091173395352,.1794444053390171
2019,176.40916,2592,,,,,.54237664,.10185445,.0844886702929784,27,79462792,.0154992973625506,-.0364148127955959,.1422176024660391,.0368134167400152
2020,204.68834,2592,,,,,.54237664,.10712238,-.0700765540896018,26,47542772,.0086347268471171,.0915658660241132,.0221695530567642,.1924467000175963
2021,739.815,2592,,,,,.54237664,.066178948,.0662256100926892,26,10189699,.0206548712239532,.116063492003441,.1478664834382794,.2183592365729843
2022,1462.8676,2592,,,,,.54237664,.30070829,-.0055907610081209,7,1606750.8,-.0266384199196277,.6256660608547888,.0161339423913045,.6207523443345867
2009,175.50667,2593,,,,,.54140663,.17270938,,13,18388076,0,0,0,0
2010,140.52499,2593,,,,,.54140663,.15710951,.048734974515226,15,40650092,.0052148973097028,-.1223382137257684,.2284799910527414,.0626217001214499
2011,152.69083,2593,.00014858051,.0052454682596004,2771214.3,,.54140663,.19424851,-.0319416978372234,18,36132124,-.0057418575441981,.1462124452121533,.0536381340224972,.2260504195276758
2012,150.60667,2593,-.014946127,-.0066722676272573,2913704.3,-.01391973,.54140663,.14077014,.0001376101493207,20,44750152,.0122353299102949,-.1230030926251885,.1643725001453133,.053467127281099
2013,165.17583,2593,-.0027327496,-.0017742617481389,3232449.3,.0014174096,.54140663,.18447307,.0068088834560132,19,36000032,.0061942816054894,-.0763759084316653,.3210323684079779,.244041858125789
2014,190.70583,2593,.0022267662,.0090889301014521,3249892.5,-.00066270679,.54140663,.24416858,.0305147260580562,17,30288046,.0191465869947564,.0978067726217841,.0572328958620612,.1436715294205455
2015,209.62334,2593,-.0005478962,-.0035567494163669,3021702,-.0047017448,.54140663,.052083261,-.4103380742625181,19,31080128,-.0023425674616475,-.4177239020024821,.0309011159547346,.0211727207531233
2016,228.49333,2593,-.0014759416,.0012770664180373,2914017.8,.0089229681,.54140663,.25245643,.3839574426387149,21,28591254,-.0054931657372951,.3656702369919578,.0341685480164485,.0103881766323961
2017,271.67667,2593,.00021261757,-.0049975784030281,2900390.8,-.012987509,.54140663,.18811682,-.0535474017392972,18,28292370,-.0070457649889036,.0378707792403452,.0036978733884803,.088070289379219
2018,335.40833,2593,-.00036229743,-.0079393449460952,2840925.3,-.0023994707,.54140663,.26832798,.0369517720226291,17,23468008,-.0138281494728151,.1057967091612011,.0417335950638534,.0967503827296103
2019,387.27667,2593,.0012656706,.0006005753887308,2469117.3,-.0012922995,.54140663,.23507424,-.0440453772670569,19,19597284,-.0131458454411456,-.0326293736107999,.0168150685396118,.0150852267547231
2020,420.64584,2593,,,,,.54140663,.078118011,-.369365812540544,14,13821635,.0009870625068791,-.2964386332085148,0,.0739142418389084
2021,739.815,2593,,,,,.54140663,.36923167,.4353988116641526,15,8192940.5,.0215943303586639,.437915962391103,.0110760860813403,.0351875671669546
2022,1462.8676,2593,,,,,.54140663,.024146771,-.5775414425833187,6,1367638.8,.0019186876024632,-.0614036599031456,0,.5180564702826363
2009,175.50667,2599,,,,,.47766337,.14534181,,238,1257558272,0,0,0,0
2010,175.13167,2599,,,,,.47766337,.022221623,-.1054270306996958,324,1132620672,-.0101114396799607,.2355294021862017,.154469929923914,.4853149231298508
2011,195.8475,2599,-.0014000717,.0052454682596004,4770501,,.47766337,.18163657,-.0001159434155366,388,2110580096,-.0052606000664573,-.2997064032194342,.4131216068273477,.1082705469569927
2012,205.42583,2599,.00076235225,-.0066722676272573,4769738.5,-.0047043078,.47766337,.16193493,.032910166056535,423,2379566592,.0283893745578612,-.0619376802982652,.1283978170514822,.0619393452545434
2013,212.345,2599,-.00025279104,-.0017742617481389,5409569,.00079675391,.47766337,.13837209,-.0301998462249524,408,1993679616,-.0344365136605771,-.0165910636710285,.0944064863211366,.0735787552144824
2014,233.19833,2599,.00077837612,.0090889301014521,5470080.5,.0030666031,.47766337,.016689783,.0140861120664588,404,1453884032,-.0037920613622977,.2965449166651777,.0817180798709459,.3603848231073679
2015,254.32333,2599,.0011035567,-.0035567494163669,5496327.5,-.0013502948,.47766337,.091843672,-.1161778684107551,394,1952905984,-.0049102144028363,-.2860271905642318,.2755077027341687,.1007481661778557
2016,270.51501,2599,-.00052479695,.0012770664180373,5390083,-.0037148744,.47766337,.11385738,-.0306719168170432,364,1504211584,-.0273485765832823,.0941690748962553,.0344676750814655,.1319600902114813
2017,322.72501,2599,.00062233122,-.0049975784030281,5657550.5,.00034293532,.47766337,.11837492,-.0707410092813162,373,1521062144,-.0143103765426626,-.0746789732170771,.0601552688968284,.0419069284184048
2018,428.36835,2599,-.00084292458,-.0079393449460952,5612979.5,-.0046605691,.47766337,.14754371,-.011659894645945,355,1082654720,-.0145365964288373,.0184102558409041,.0376374895932516,.0531710436512641
2019,487.83667,2599,.0012902031,.0006005753887308,5266408.5,-.0061910804,.47766337,.12819608,.0294468725220667,349,903854400,.0567382305785973,-.0175211594639921,.0269694899175453,.0367396885100834
2020,561.38165,2599,,,,,.47766337,.12355432,.0415228719645778,341,692197440,-.0009849677039464,.0113263264570634,.0793714231998717,.0481899099884105
2021,739.815,2599,,,,,.47766337,.11219396,-.1123658941785438,280,666525248,-.0733184482351285,-.0045983203262595,.010568114281568,.0450172398987246
2022,1462.8676,2599,,,,,.47766337,.13886811,.113543245806612,168,430521920,.0803141787955289,.1315805831792535,.0026418122020526,.1009933283702224
2023,2216.7917,2599,,,,,.47766337,1,.2083343008426043,1,111183728,.0601947381944235,.5643177054675549,0,.4161781428193743
2009,94.460831,2610,,,,,.61769015,.099428609,,23,162974096,0,0,0,0
2010,170.61749,2610,,,,,.61769015,.080838867,.0278312750247228,26,109388968,.0023802662830631,-.0512446528037685,.0970548976088655,.0203592360634373
2011,188.35916,2610,-.238416,.0087949580956881,1468080,,.61769015,.1541438,-.0493857616145449,25,140334752,-.018397483451264,-.0009656758452365,.012141083472495,.0421636857905393
2012,210.30333,2610,.064473175,.0042904953534816,1429075.9,.094299972,.61769015,.089385986,.0657088418933676,31,109616368,.0235136322789843,-.0036488488926494,.0553234777760136,.0094794192689809
2013,222.13,2610,-.010330644,.0034518067259768,1634717.5,.044060886,.61769015,.073252507,-.0056512667349379,31,98848744,-.0379699473719886,-.041034311742584,.0866300711945543,.0132770788149196
2014,248.05583,2610,.015355738,.0055543637331041,1866285.3,-.093202949,.61769015,.089929536,-.0238766828759328,28,86743072,-.0044032568936131,.1255020089610899,.0204237602280684,.1653991951714779
2015,265.95001,2610,-.071094602,.000880845897262,1883759.1,-.047401547,.61769015,.084003471,-.0925065747600683,26,81880784,-.0070299643609687,.0343993454457175,.005413003078953,.1252889589237702
2016,290.59332,2610,-.040405817,.0056861561470676,3516475,-.22419828,.61769015,.038130097,-.2135220380063625,30,77833928,-.0040728150966551,-.1857240202278429,.039775553374897,.0635007560567616
